,text
1368,"['bhai', 'pm', 'sb', 'ka', 'aj', 'brake', 'fail', 'howa', 'hy', 'wo', 'ajeeb', 'ajeeb', 'jhoot', 'bol', 'raha', 'hyk', 'imran', 'ky', 'time', 'per', 'terorism', 'thi', 'aps', 'attack', 'howa', 'mehengai', 'hoiye', 'sab', 'nawaz', 'zardari', 'aor', 'ab', 'ho', 'raha', 'hy', 'pti', 'saal', 'pehly', 'aor', 'aj', 'ky', 'time', 'sy', 'behter', 'thy']"
1370,"['all', 'along', 'there', 'is', 'nothing', 'worthwhile', 'in', 'mann', 'ki', 'baat', 'kyonki', 'kaam', 'ki', 'baat', 'hoti', 'nahi', 'mehengai', 'berojgari']"
1371,"['modi', 'govt', 'has', 'failed', 'to', 'deliver', 'on', 'most', 'important', 'things', 'like', 'mehengai', 'jobs', 'rising', 'pricesfalling', 'rupee', 'etc', 'but', 'everyday', 'on', 'nautanki', 'is', 'hallmark']"
1372,"['lekin', 'pir', 'b', 'nahi', 'mara', 'jinni', 'tanqeek', 'ik', 'py', 'huwi', 'in', 'salon', 'me', 'aj', 'tak', 'kisi', 'pe', 'nai', 'huwi', 'mehengai', 'pe', 'yeah', 'nach', 'k', 'ghunro', 'tor', 'dety', 'thy', 'aj', 'sare', 'mehengai', 'pe', 'chup', 'ka', 'roza', 'rakky', 'hain']"
1373,"['guess', 'what', 'we', 'are', 'in', 'this', 'universe', 'right', 'now', 'its', 'an', 'attention', 'economy', 'most', 'of', 'us', 'are', 'running', 'behind', 'the', 'idea', 'of', 'being', 'rich', 'by', 'money', 'and', 'getting', 'poorer', 'by', 'attention', 'ps', 'mehengai', 'badhti', 'hi', 'ja', 'rahi', 'hai']"
1374,"['and', 'by', 'printing', 'lakshmi', 'ganesh', 'mehengai', 'is', 'invented', 'by', 'our', 'grate', 'aurangzeb']"
1375,"['the', 'pied', 'piper', 'has', 'fooled', 'millions', 'because', 'his', 'message', 'is', 'populist', 'not', 'honest', 'he', 'will', 'destroy', 'pakistan', 'if', 'elected', 'again', 'remember', 'months', 'ago', 'he', 'was', 'mehengai', 'khan', 'he', 'is', 'fooling', 'the', 'public', 'again', 'and', 'again']"
1376,"['every', 'year', 'there', 'is', 'mehengaiinflation', 'amp', 'overtime', 'prices', 'of', 'tickets', 'likely', 'increase', 'with', 'that', 'inflation', 'if', 'in', 'the', 'av', 'ticket', 'is', 'rs', 'then', 'we', 'will', 'say', 'that', 'adjusted', 'to', 'inflation', 'the', 'film', 'made', 'rs', 'adjusted', 'to', 'inflation']"
1377,"['then', 'pti', 'govt', 'ko', 'hatanai', 'ka', 'maqsad', 'kiya', 'thaabhi', 'k', 'muqablai', 'me', 'inflation', 'to', 'half', 'thipdm', 'to', 'mehengai', 'mukao', 'march', 'kr', 'rhi', 'thi', 'saaf', 'sedhi', 'baat', 'ha', 'unhein', 'boot', 'polish', 'krkai', 'nro', 'lena', 'tha', 'or', 'kuch', 'nhi']"
1378,"['but', 'pdm', 'came', 'into', 'govt', 'just', 'because', 'ik', 'wasnot', 'able', 'to', 'control', 'inflation', 'and', 'they', 'were', 'tajurbakar', 'and', 'they', 'showed', 'their', 'tajurba', 'just', 'by', 'doubling', 'prices', 'of', 'each', 'and', 'everything', 'including', 'electricity', 'etc', 'yeh', 'to', 'unka', 'hi', 'narrative', 'tha', 'k', 'woh', 'mehengai', 'control', 'krengai']"
1379,"['agar', 'desh', 'ke', 'vipakshi', 'cm', 'en', 'muddo', 'per', 'bhi', 'ek', 'awaaj', 'me', 'baat', 'kare', 'to', 'sarkar', 'ke', 'pant', 'uter', 'jaayegi', 'kam', 'se', 'kam', 'cm', 'to', 'hongeher', 'issue', 'per', 'line', 'ka', 'prastav', 'agency', 'ke', 'durupyog', 'operation', 'lotus', 'mehengai', 'berojgari']"
1380,"['ticket', 'for', 'persons', 'cost', 'per', 'person', 'cost', 'that', 'too', 'is', 'temporary', 'between', 'oct', 'th', 'and', 'nov', 'th', 'to', 'manage', 'the', 'rush', 'during', 'festive', 'season', 'is', 'trying', 'hard', 'to', 'push', 'their', 'agenda', 'of', 'mehengai', 'like', 'clowns']"
1381,"['ticket', 'for', 'persons', 'cost', 'per', 'person', 'cost', 'that', 'too', 'is', 'temporary', 'between', 'oct', 'th', 'and', 'nov', 'th', 'to', 'manage', 'the', 'rush', 'during', 'festive', 'season', 'is', 'trying', 'hard', 'to', 'push', 'their', 'agenda', 'of', 'mehengai', 'like', 'clowns']"
1382,"['bahut', 'hui', 'mehengai', 'pe', 'maar', 'abki', 'baar', 'double', 'engine', 'ki', 'sarkar', 'chinta', 'mat', 'kriye', 'station', 'pe', 'ek', 'mandir', 'jald', 'ban', 'jayega', 'jo', 'aapko', 'chahiye', 'thafir', 'kya', 'bhi', 'ho', 'kya', 'nuksan', 'hai', 'na']"
1383,"['isha', 'please', 'rate', 'kam', 'karo', 'public', 'phelay', 'mehengai', 'sey', 'pissi', 'huwi', 'hai']"
1384,"['for', 'what', 'gyan', 'which', 'will', 'not', 'solve', 'the', 'problem', 'of', 'mehengai', 'and', 'joblessness', 'falling', 'rupee', 'etc', 'bahut', 'hui', 'mann', 'ki', 'baat', 'ab', 'chahiye', 'kaam', 'ki', 'baat']"
1385,"['kaunsi', 'duniya', 'main', 'ho', 'bhai', 'mahine', 'main', 'baar', 'badh', 'gaya', 'loan', 'rate', 'sapne', 'se', 'bahar', 'aao', 'saal', 'main', 'mehengai', 'guna', 'ho', 'gayi', 'aane', 'ki', 'jagah', 'gus', 'gaye', 'se', 'pehle', 'kamaye', 'hue', 'samja']"
1386,"['press', 'freedom', 'index', 'me', 'pe', 'aa', 'gye', 'gandhi', 'jayanti', 'pe', 'godse', 'zindabad', 'trend', 'hota', 'hai', 'jo', 'aapke', 'party', 'me', 'aata', 'hai', 'uspe', 'se', 'sare', 'case', 'hatt', 'jate', 'hain', 'nari', 'ke', 'samaan', 'ki', 'baat', 'karte', 'ho', 'aur', 'bikilis', 'ke', 'rapist', 'ko', 'good', 'behavior', 'pe', 'mala', 'pehnai', 'jati', 'hai', 'mehengai', 'to', 'sab', 'dekh', 'he', 'rahe', 'hain']"
1387,"['main', 'kala', 'dhan', 'layunga', 'gst', 'desh', 'ke', 'vyapariyo', 'ko', 'khatam', 'kar', 'dega', 'fdi', 'aane', 'se', 'desh', 'ke', 'manufacturing', 'sector', 'dhub', 'jayega', 'aadhar', 'raddhi', 'hai', 'waste', 'of', 'money', 'and', 'energy', 'mehengai', 'kum', 'hogi', 'petrol', 'rs', 'dollor', 'ye', 'sab', 'kiski', 'vishvasniyata', 'hai']"
1389,"['as', 'opposed', 'to', 'pdm', 'mehengai', 'mukao', 'march', 'months', 'ago', 'that', 'was', 'clearly', 'aimed', 'at', 'providing', 'stability', 'to', 'the', 'country', 'and', 'ensuring', 'continuation', 'of', 'people', 'elected', 'government']"
1391,"['overtime', 'kar', 'raha', 'hai', 'mehengai', 'ka', 'jamana', 'hai']"
1392,"['bhai', 'ji', 'khuas', 'raho', 'chalo', 'ajj', 'janta', 'itni', 'himmat', 'toh', 'kar', 'rahe', 'hai', 'ki', 'chif', 'minister', 'ko', 'appna', 'kaam', 'karne', 'ki', 'salah', 'de', 'rahe', 'hain', 'bhai', 'ji', 'sawal', 'le', 'kar', 'bhagane', 'walo', 'se', 'mehengai', 'berojgari', 'brashtachar', 'mahilaon', 'ka', 'apman', 'ke', 'jimmedar', 'logon', 'se', 'pucho']"
1393,"['so', 'much', 'so', 'that', 'pdm', 'cant', 'find', 'a', 'place', 'to', 'hide', 'when', 'they', 'hear', 'the', 'word', 'elections', 'have', 'no', 'one', 'but', 'themselves', 'to', 'blame', 'mehengai', 'ka', 'bahana', 'bana', 'ke', 'cases', 'khatam', 'karwanay', 'thay', 'mehengai', 'double', 'ho', 'gayi', 'aur', 'cases', 'phir', 'ban', 'jayenge', 'single', 'digit', 'iq', 'doesnt', 'pay']"
1394,"['bhai', 'kitni', 'mehengai', 'hai']"
1395,"['aur', 'saath', 'me', 'mehengai', 'aur', 'berozgaari', 'par', 'bhi', 'charcha', 'kar', 'liya', 'kijiye', 'chatukaar', 'media', 'ji']"
1396,"['kahan', 'ke', 'ho', 'mujhe', 'engr', 'mech', 'clerks', 'dhanda', 'badhane', 'gujaratme', 'chahiye', 'kaam', 'bahot', 'hai', 'manpower', 'nahi', 'milta', 'mehengai', 'ka', 'sirf', 'pichle', 'saal', 'ka', 'table', 'dekhle', 'i', 'tax', 'payers', 'inflation', 'rate', 'jaante', 'hi', 'hai', 'bina', 'corruption', 'rafael', 'bhi', 'aaya', 'chillanese', 'bakre', 'ka', 'kutta', 'nahi', 'hoga']"
1397,"['aur', 'saath', 'me', 'mehengai', 'aur', 'berozgaari', 'par', 'bhi', 'chatukaar', 'media']"
1398,"['bhai', 'rambhakt', 'hu', 'andh', 'bhakt', 'nahi', 'aur', 'main', 'nahi', 'ro', 'raha', 'aam', 'aadmi', 'ro', 'raha', 'hai', 'berozagari', 'se', 'mehengai', 'se', 'corruption', 'se', 'govt', 'bhi', 'rambharose', 'hi', 'chal', 'rahi', 'hai', 'aise', 'me', 'mandir', 'aapko', 'mubarak', 'ho', 'main', 'to', 'mann', 'se', 'hi', 'pooj', 'leta', 'hu']"
1399,"['or', 'aap', 'log', 'saatven', 'aasman', 'par', 'le', 'gaye', 'mehengai']"
1400,"['pehle', 'modi', 'ji', 'ko', 'to', 'boliye', 'mehengai', 'kam', 'kare', 'petrol', 'diesel', 'ke', 'rate', 'kam', 'kare', 'khud', 'to', 'kuch', 'karo', 'dusro', 'ko', 'nasihat', 'dene', 'se', 'pehle']"
1401,"['congress', 'ane', 'ke', 'baad', 'bhi', 'mehengai', 'berojgari', 'chori', 'vasuli', 'vaise', 'hee', 'rahenge', 'bas', 'robert', 'vadra', 'aur', 'jai', 'shah', 'aage', 'badte', 'rahenge']"
1402,"['that', 'would', 'rise', 'inflation', 'and', 'reduce', 'our', 'ppp', 'adjusted', 'gdp', 'then', 'people', 'will', 'cry', 'about', 'mehengai']"
1403,"['yehi', 'fark', 'hay', 're', 'tere', 'bap', 'kejriwal', 'or', 'rahul', 'metere', 'bap', 'note', 'o', 'pe', 'vagban', 'ka', 'tasbir', 'ke', 'bat', 'karte', 'or', 'rahul', 'noukri', 'ke', 'batmehengai', 'ke', 'khilaf', 'des', 'ko', 'jagruk', 'kar', 'raha', 'jitne', 'ke', 'liye', 'tu', 'log', 'kisi', 'vi', 'had', 'tak', 'gir', 'sakta', 'lekin', 'rahul', 'des', 'ko', 'bachane', 'ka', 'kam', 'kar', 'raha', 'hay']"
1404,"['auqaat', 'yeh', 'hai', 'k', 'woh', 'tax', 'payer', 'hai', 'aur', 'bolna', 'us', 'ka', 'jamhoori', 'haq', 'hai', 'qurbani', 'sirf', 'fauj', 'nahi', 'deti', 'qurbaani', 'mulk', 'ka', 'har', 'fard', 'deta', 'hai', 'khudkush', 'hamley', 'me', 'mar', 'k', 'bhi', 'aur', 'mehengai', 'ki', 'chakki', 'me', 'pis', 'kar', 'bhi', 'har', 'kursi', 'pe', 'bethne', 'wala', 'accountable', 'aur', 'jawabdey', 'hai']"
1405,"['mehengai', 'kitni', 'badh', 'gayee', 'hai']"
1406,"['bhai', 'sahab', 'aane', 'tak', 'hu', 'khatare', 'me', 'aa', 'jayega', 'na', 'aise', 'kaise', 'bhul', 'jate', 'ho', 'aap', 'then', 'hu', 'bhul', 'jayega', 'mehengai', 'berojgari', 'ye', 'sab', 'aur', 'dega', 'vote', 'bjokep', 'ko']"
1407,"['sattar', 'saal', 'mehengai', 'dayan']"
1408,"['months', 'ago', 'same', 'people', 'were', 'calling', 'him', 'mehengai', 'khan']"
1409,"['imported', 'hukumat', 'or', 'mehengai', 'ke', 'jin', 'khilaf', 'pti', 'ka', 'tareekhi', 'jalsa']"
1410,"['when', 'pdm', 'does', 'a', 'mehengai', 'mukao', 'march', 'sits', 'in', 'establishments', 'lap', 'and', 'then', 'increases', 'mehengai', 'exponentially', 'we', 'will', 'support', 'them', 'but', 'when', 'pti', 'wins', 'by', 'elections', 'and', 'announces', 'a', 'march', 'with', 'the', 'aim', 'of', 'general', 'elections', 'that', 'undemocratic', 'pdm', 'grifter', 'logic']"
1411,"['bhai', 'muze', 'mat', 'include', 'karo', 'cr', 'me', 'muze', 'nahi', 'chaiye', 'kisi', 'bhgwan', 'ka', 'photo', 'currency', 'pe', 'kyu', 'ki', 'me', 'bhagwan', 'ka', 'trade', 'nahi', 'karna', 'chahta', 'akkal', 'nam', 'ki', 'chij', 'he', 'to', 'corruption', 'unemployment', 'mehengai', 'public', 'hospitals', 'public', 'schools', 'etc', 'ye', 'sab', 'pe', 'discuss', 'kar', 'pm', 'ke', 'sath']"
1412,"['hamaray', 'mulk', 'ki', 'taqdeer', 'mein', 'sirf', 'martial', 'law', 'likha', 'hua', 'hai', 'kyonka', 'yeh', 'qaum', 'aik', 'ghaddar', 'qaum', 'hai', 'aur', 'bewakuf', 'bhi', 'hai', 'inko', 'dunday', 'say', 'pyar', 'hai', 'imran', 'zani', 'iss', 'mulk', 'ko', 'tabah', 'karnay', 'aya', 'hai', 'aur', 'yeh', 'jantay', 'bhi', 'nahi', 'mah', 'penhlay', 'sub', 'iss', 'kuttay', 'ko', 'mehengai', 'khan', 'bula', 'rahay', 'thay']"
1413,"['low', 'iq', 'khan', 'blessed', 'with', 'good', 'looks', 'and', 'cricketing', 'skills', 'do', 'not', 'translate', 'into', 'good', 'governance', 'was', 'known', 'as', 'mehengai', 'khan', 'just', 'months', 'ago', 'now', 'riding', 'the', 'wave', 'of', 'anger', 'over', 'journalist', 'arshad', 'sharif', 'and', 'using', 'it', 'to', 'fuel', 'his', 'own', 'political', 'future', 'this', 'is', 'the', 'turd', 'imran', 'khan']"
1414,"['or', 'ap', 'mehengai', 'march', 'ki', 'pedawar', 'ho', 'kyaaa']"
1415,"['yaar', 'qasam', 'se', 'bohat', 'mehengai', 'hogai', 'hai']"
1416,"['rohan', 'dua', 'tere', 'se', 'gande', 'fake', 'sell', 'out', 'journalist', 'jyada', 'hain', 'twitter', 'par', 'jo', 'iska', 'misuse', 'kar', 'rahe', 'hain', 'tu', 'kab', 'mehengai', 'par', 'bola', 'ya', 'berojgari', 'par', 'bola', 'tere', 'se', 'fake', 'chapri', 'patal', 'kar', 'kodi', 'ke', 'apne', 'desh', 'ko', 'bech', 'den', 'aise', 'logo', 'ne', 'twitter', 'par', 'kabja', 'kiya', 'hua', 'hai', 'india', 'me']"
1417,"['mahinay', 'pehlay', 'mehengai', 'khan', 'tha']"
1418,"['its', 'a', 'sad', 'day', 'when', 'pakistan', 'implodes', 'it', 'will', 'be', 'on', 'imran', 'head', 'imran', 'wants', 'violence', 'as', 'it', 'helps', 'his', 'cause', 'months', 'ago', 'he', 'was', 'extremely', 'unpopular', 'was', 'called', 'mehengai', 'khan', 'but', 'he', 'used', 'anti', 'americanism', 'amp', 'anti', 'army', 'to', 'gain', 'popularity', 'media', 'should', 'keep', 'an', 'eye', 'on', 'pti', 'fascists']"
1419,"['same', 'people', 'were', 'calling', 'him', 'mehengai', 'khan', 'only', 'months', 'ago']"
1420,"['waste', 'of', 'time', 'from', 'the', 'pied', 'piper', 'of', 'pakistan', 'no', 'he', 'the', 'trump', 'of', 'pakistan', 'no', 'jobs', 'no', 'money', 'no', 'schools', 'no', 'future', 'but', 'we', 'are', 'ready', 'to', 'party', 'for', 'our', 'leader', 'what', 'a', 'joke', 'months', 'ago', 'nation', 'was', 'sick', 'and', 'tired', 'of', 'imran', 'khan', 'and', 'calling', 'him', 'mehengai', 'khan']"
1421,"['ek', 'gareeb', 'insan', 'ku', 'na', 'to', 'isi', 'ka', 'pata', 'hota', 'hai', 'aur', 'na', 'pak', 'fauj', 'ka', 'allah', 'k', 'bandi', 'mehengai', 'ku', 'control', 'karomehengai', 'pay', 'torey', 'programs', 'karlofauj', 'aur', 'imran', 'khan', 'ku', 'churu']"
1422,"['cbi', 'ed', 'ke', 'baad', 'state', 'ke', 'police', 'bhi', 'chahiye', 'saaheb', 'ko', 'kalam', 'naksalwad', 'naya', 'laya', 'baba', 'feku', 'ne', 'twitter', 'par', 'log', 'mehengai', 'berojgari', 'ke', 'liye', 'gali', 'de', 'rahe', 'hain', 'woh', 'bhi', 'band', 'karna', 'chahta', 'hain', 'direct', 'emergency', 'lagane', 'kee', 'himmat', 'nahi', 'hain', 'inch', 'main']"
1423,"['des', 'me', 'mehengai', 'per', 'baat', 'nahi', 'karte', 'bollywood', 'ab', 'ahi', 'rah', 'gaya', 'janata', 'ka', 'mudda', 'isme', 'mehengai', 'kam', 'ho', 'jayega', 'jarur']"
1424,"['kyaa', 'mehengai', 'h', 're']"
1425,"['asol', 'middle', 'ki', 'bath', 'koro', 'faltu', 'ki', 'bate', 'rojgarmehengairupiya', 'ki', 'kimot', 'that', 'gaya', 'etc']"
1426,"['arey', 'jumleshwar', 'maharajnaukri', 'do', 'mehengai', 'kum', 'karobakar', 'karna', 'band', 'karo']"
1427,"['aap', 'to', 'aise', 'bol', 'rahi', 'hen', 'jese', 'imran', 'khan', 'se', 'pehle', 'koi', 'corrupt', 'paida', 'nahi', 'hua', 'apni', 'ankhen', 'kholo', 'imran', 'khan', 'k', 'dor', 'me', 'mulk', 'taraqqi', 'ki', 'taraf', 'tha', 'aur', 'aaj', 'jis', 'bure', 'halat', 'crimes', 'aur', 'mehengai', 'ka', 'shikar', 'he', 'na', 'wo', 'andhe', 'ko', 'bhi', 'nazar', 'araha', 'he']"
1428,"['arrey', 'mehengai', 'bad', 'rahi', 'hai', 'where', 'is', 'the', 'sharing', 'option', 'jo', 'pehle', 'hua', 'karta', 'tha']"
1429,"['there', 'were', 'the', 'kanpein', 'taangnay', 'wali', 'and', 'mehengai', 'mukao', 'marchesand', 'then', 'theres', 'this', 'just', 'the', 'beginning', 'of', 'the', 'haqeeqi', 'azaadi', 'march']"
1430,"['pehle', 'tu', 'iska', 'jawab', 'de', 'crores', 'employment', 'per', 'year', 'lacs', 'to', 'every', 'poor', 'citizens', 'black', 'money', 'petrol', 'and', 'diesel', 'rate', 'strengthening', 'of', 'rupee', 'to', 'dollar', 'mehengai', 'ki', 'maarabki', 'baar', 'beti', 'bachao', 'and', 'padhaao', 'ab', 'mein', 'bhi', 'phir', 'hum', 'bhul', 'karenge']"
1431,"['log', 'mehngai', 'mehengai', 'kar', 'rhe', 'hai', 'to', 'itna', 'paisa', 'kahan', 'se', 'aa', 'rha', 'hai']"
1432,"['ab', 'tel', 'kharid', 'rahe', 'hain', 'to', 'aisa', 'hi', 'bolna', 'padega', 'na', 'ukraine', 'russia', 'war', 'me', 'ektarfa', 'russia', 'ka', 'sath', 'besharmi', 'se', 'humare', 'desh', 'ne', 'hi', 'diya', 'hai', 'manavta', 'ko', 'taak', 'pe', 'rakh', 'kar', 'tel', 'kharid', 'rahe', 'hain', 'fir', 'bhi', 'desh', 'me', 'tel', 'mehengai', 'hi', 'hai']"
1433,"['mansooba', 'to', 'kisi', 'kay', 'paas', 'bhi', 'nahi', 'hai', 'mansooba', 'sirf', 'ooswaqt', 'hota', 'hai', 'jab', 'new', 'new', 'govt', 'main', 'atay', 'hain', 'mehengai', 'kay', 'target', 'pooray', 'hotay', 'hi', 'monsooba', 'khtam', 'hojata', 'hai']"
1434,"['rabdi', 'fake', 'promise', 'to', 'weive', 'off', 'loan', 'in', 'rajastan', 'and', 'chatishgarh', 'to', 'each', 'person', 'like', 'that', 'last', 'garibi', 'hatao', 'mehengai', 'hatao', 'from', 'last', 'years']"
1435,"['mehengai', 'k', 'khilaf', 'kab', 'niklen', 'ge', 'molana', 'sb', 'abhi', 'tak', 'tu', 'so', 'raha', 'lasi', 'k', 'char', 'glass', 'pekar']"
1436,"['o', 'bhaiyo', 'free', 'vpn', 'download', 'kar', 'k', 'free', 'sites', 'enjoy', 'karo', 'bht', 'mehengai', 'hai']"
1437,"['q', 'k', 'un', 'k', 'pas', 'parchi', 'nhin', 'ae', 'mehengai', 'dikhany', 'wali', 'what', 'else', 'we', 'can', 'expect', 'from', 'empty', 'brains', 'ik', 'k', 'dor', 'mn', 'to', 'achi', 'khasi', 'guzer', 'basar', 'pr', 'bhi', 'na', 'shukri', 'kr', 'rhy', 'thy', 'ye', 'log', 'ab', 'kha', 'lo', 'desi', 'ghee', 'k', 'gulguly']"
1438,"['lefafe', 'ke', 'bajaye', 'tokra', 'bulna', 'chahe', 'es', 'mehengai', 'may', 'lefafa', 'chuta', 'hey']"
1439,"['achaa', 'mehengai', 'berozgari', 'tab', 'yaad', 'nahi', 'aayi', 'jab', 'hjab', 'hjab', 'kar', 'rhe', 'the']"
1440,"['bilkul', 'sahi', 'kaha', 'mein', 'bola', 'tha', 'crores', 'employment', 'per', 'year', 'lacs', 'to', 'every', 'poor', 'citizens', 'black', 'money', 'petrol', 'and', 'diesel', 'rate', 'strengthening', 'of', 'rupee', 'to', 'dollar', 'mehengai', 'ki', 'maarabki', 'baar', 'beti', 'bachao', 'and', 'padhaao', 'ab', 'mein', 'bhi', 'phir', 'hum', 'bhul', 'karenge']"
1441,"['mukk', 'doobta', 'jaa', 'raha', 'hai', 'reserves', 'khatam', 'no', 'import', 'no', 'export', 'long', 'march', 'sar', 'pe', 'hai', 'mehengai', 'ne', 'qamar', 'tordi', 'yahan', 'chor', 'khule', 'aam', 'hume', 'loot', 'rahy', 'hain', 'aur', 'khaane', 'ke', 'paise', 'nai', 'hai', 'poori', 'dunya', 'humein', 'bikari', 'samjhti', 'hai', 'aur', 'isko', 'yahan', 'masti', 'sooj', 'rahi', 'hai', 'useless', 'idiot', 'pm', 'ever']"
1442,"['ab', 'toh', 'pakistan', 'mein', 'chai', 'bhi', 'khatam', 'ho', 'raha', 'haiitna', 'jyaada', 'mehengai', 'hai', 'toh', 'gareeb', 'pakistani', 'kaise', 'afford', 'karenge']"
1443,[]
1444,"['ab', 'mehengai', 'hey', 'lefafa', 'sey', 'kam', 'nahe', 'chalta', 'ajkal', 'tokre', 'ka', 'dour', 'hey']"
1445,"['mehengai', 'badha', 'k', 'jo', 'aam', 'janta', 'ko', 'damage', 'kr', 'rhe', 'hai', 'uska', 'kya']"
1446,"['mehengai', 'ka', 'dour', 'hai', 'ustaad']"
1447,"['rahul', 'gandhi', 'k', 'dwara', 'chalaya', 'gya', 'ye', 'abhiyan', 'kaafi', 'acha', 'chal', 'rha', 'h', 'or', 'aise', 'hi', 'chalta', 'rha', 'to', 'mehengai', 'p', 'bdi', 'jldi', 'hi', 'rok', 'lg', 'skti', 'h']"
1448,"['ajkl', 'is', 'k', 'ghr', 'ki', 'aurtain', 'soda', 'lati', 'hn', 'shydmehengai', 'pr', 'programs', 'nh', 'krta', 'ye']"
1449,"['sahi', 'kha', 'hai', 'aap', 'ne', 'janta', 'paresan', 'hai', 'job', 'na', 'money', 'mehengai', 'chaar', 'guni']"
1450,"['mehengai', 'wale', 'dabbe', 'me', 'bikte', 'hai']"
1451,"['aap', 'sahi', 'bande', 'hou', 'yar', 'agar', 'berozgari', 'aur', 'mehengai', 'corruption', 'ki', 'waja', 'se', 'ghalat', 'policies', 'ki', 'waja', 'se', 'awaam', 'ka', 'khoon', 'nichorne', 'ki', 'waja', 'se', 'hougi', 'tou', 'log', 'piyaar', 'karainge', 'kya', 'dafa', 'wazeer', 'e', 'azam', 'ban', 'gar', 'phir', 'bhi', 'deliver', 'nahi', 'kya', 'ab', 'kya', 'chahye']"
1452,"['hehehlong', 'march', 'toh', 'hoga', 'na', 'ke', 'election', 'bhi', 'jo', 'ik', 'phir', 'jeetega', 'is', 'pc', 'se', 'nahi', 'economy', 'behter', 'hui', 'naahi', 'mehengai', 'control', 'hue', 'naahi', 'ttp', 'wapas', 'chale', 'gaye', 'naahi', 'establishment', 'ke', 'upar', 'kaape', 'dagh', 'dhule']"
1453,"['when', 'the', 'country', 'is', 'gripped', 'in', 'high', 'this', 'and', 'his', 'party', 'want', 'to', 'divert', 'attention', 'of', 'citizens', 'what', 'if', 'muslims', 'christians', 'etc', 'demand', 'pic', 'of', 'their', 'god', 'instead', 'of', 'working', 'for', 'welfare', 'kejri', 'works', 'for', 'bjp', 'his', 'politics', 'is', 'programmed', 'by', 'bjp']"
1454,"['noon', 'league', 'ki', 'mehengai', 'march', 'men', 'junaid', 'safdar', 'tashreef', 'laye', 'the', 'yeh', 'jung', 'imran', 'khan', 'k', 'bachon', 'ki', 'nahi', 'hamare', 'bachon', 'ki', 'hai']"
1455,"['mehengai', 'badha', 'k', 'janta', 'ka', 'paisa', 'looto', 'phir', 'vidhayako', 'ko', 'kharid', 'lo', 'andh', 'bhakto', 'k', 'lia', 'yhi', 'development', 'hai', 'gadhe', 'khi', 'k']"
1456,"['mehengai', 'is', 'deal', 'tbh']"
1457,"['janata', 'ko', 'mehengai', 'ka', 'upahar', 'aur', 'cm', 'ko', 'new', 'helicopter', 'ka', 'upahar']"
1458,"['vote', 'usiko', 'jo', 'mehengai', 'kam', 'kare']"
1459,"['my', 'site', 'labor', 'head', 'formwork', 'foremanmistri', 'was', 'talking', 'to', 'his', 'family', 'in', 'bihar', 'amp', 'i', 'overheard', 'him', 'sayingmene', 'kaha', 'tha', 'mehengai', 'badni', 'wali', 'he', 'ka', 'maal', 'me', 'bechne', 'k', 'liye', 'toh', 'yin', 'logo', 'ne', 'ka', 'note', 'banaya', 'ps', 'he', 'was', 'speaking', 'in', 'bhojpuri']"
1461,"['yeh', 'mera', 'prastav', 'nahi', 'hai', 'mujhe', 'uss', 'count', 'se', 'nikal', 'dein', 'please', 'mehengai', 'berozgari', 'aur', 'sikhsha', 'ka', 'koi', 'list', 'hai', 'toh', 'usmein', 'dal', 'de']"
1462,"['aur', 'wo', 'haqiqi', 'azadi', 'imran', 'khan', 'ko', 'pm', 'house', 'dilane', 'per', 'khatam', 'hojayegi', 'uske', 'bad', 'quam', 'phir', 'se', 'yani', 'dobara', 'pichle', 'saal', 'ki', 'tarhan', 'mehengai', 'aur', 'hukumati', 'na', 'ehli', 'ki', 'zimmedar', 'hogi', 'bus', 'imran', 'khan', 'ka', 'kursi', 'se', 'chipke', 'rehna', 'in', 'youthiyon', 'ki', 'haqiqi', 'azadi', 'hai']"
1463,"['yup', 'inflation', 'bro', 'badi', 'mehengai', 'bhai']"
1464,"['zameer', 'buht', 'se', 'logo', 'ka', 'jaga', 'tha', 'mehengai', 'per', 'ab', 'kaha', 'he', 'wo']"
1465,"['imran', 'ki', 'government', 'mein', 'petrol', 'aata', 'kilooil', 'litre', 'tumhari', 'government', 'mein', 'petrol', 'litreaata', 'kilooil', 'litre', 'phir', 'bhi', 'chor', 'imran', 'khan', 'aur', 'mehengai', 'imran', 'khan', 'ki', 'government', 'mein', 'bhaee', 'waahh']"
1466,"['what', 'the', 'point', 'of', 'all', 'this', 'anyway', 'bjp', 'is', 'going', 'to', 'inaugurate', 'the', 'ram', 'mandir', 'just', 'before', 'the', 'elections', 'and', 'theyll', 'come', 'back', 'again', 'mehengai', 'berozgari', 'bhookmari', 'sab', 'gaya', 'tel', 'lene']"
1467,"['mehengai', 'itni', 'badh', 'gayi', 'hai', 'ki', 'ab', 'biscuit', 'ke', 'packet', 'ka', 'bhi', 'size', 'ghat', 'gaya', 'hai', 'kal', 'ko', 'namakchini', 'bhi', 'sone', 'ke', 'bhaav', 'bikenge']"
1468,"['baune', 'ko', 'kab', 'akal', 'dilayengek', 'wo', 'jald', 'hi', 'mitti', 'me', 'milne', 'wala', 'haigareebo', 'k', 'liye', 'ladte', 'ladte', 'khud', 'mota', 'ho', 'gyaa', 'aam', 'admi', 'party', 'ka', 'murkhiyajabki', 'mehengai', 'badhte', 'jaa', 'rahi', 'hai', 'aur', 'baune', 'ki', 'saty', 'me', 'petaai']"
